ID,Date,Source,Site_ID,POC,Daily Max 8-hour PM2.5_PM10_Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1,2/7/2023,AirNow,420010001,1,0.027,ppm,25,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
2,2/8/2023,AirNow,420010001,1,0.041,ppm,38,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
3,2/9/2023,AirNow,420010001,1,0.04,ppm,37,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
4,2/10/2023,AirNow,420010001,1,0.04,ppm,37,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
5,2/11/2023,AirNow,420010001,1,0.042,ppm,39,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
6,2/12/2023,AirNow,420010001,1,0.037,ppm,34,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
7,2/13/2023,AirNow,420010001,1,0.043,ppm,40,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
8,2/14/2023,AirNow,420010001,1,0.046,ppm,43,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
9,2/15/2023,AirNow,420010001,1,0.047,ppm,44,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
10,2/16/2023,AirNow,420010001,1,0.039,ppm,36,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
11,2/17/2023,AirNow,420010001,1,0.038,ppm,35,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
12,2/18/2023,AirNow,420010001,1,0.04,ppm,37,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
13,2/19/2023,AirNow,420010001,1,0.043,ppm,40,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
14,2/20/2023,AirNow,420010001,1,0.046,ppm,43,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
15,2/21/2023,AirNow,420010001,1,0.045,ppm,42,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
16,2/22/2023,AirNow,420010001,1,0.034,ppm,31,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
17,2/23/2023,AirNow,420010001,1,0.043,ppm,40,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
18,2/24/2023,AirNow,420010001,1,0.04,ppm,37,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
19,2/25/2023,AirNow,420010001,1,0.033,ppm,31,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
20,2/26/2023,AirNow,420010001,1,0.047,ppm,44,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
21,2/27/2023,AirNow,420010001,1,0.039,ppm,36,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
22,2/28/2023,AirNow,420010001,1,0.037,ppm,34,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
23,3/1/2023,AQS,420010001,1,0.04,ppm,37,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
24,3/2/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
25,3/3/2023,AQS,420010001,1,0.037,ppm,34,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
26,3/4/2023,AQS,420010001,1,0.044,ppm,41,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
27,3/5/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
28,3/6/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
29,3/7/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
30,3/8/2023,AQS,420010001,1,0.044,ppm,41,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
31,3/9/2023,AQS,420010001,1,0.044,ppm,41,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
32,3/10/2023,AQS,420010001,1,0.035,ppm,32,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
33,3/11/2023,AQS,420010001,1,0.04,ppm,37,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
34,3/12/2023,AQS,420010001,1,0.035,ppm,32,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
35,3/13/2023,AQS,420010001,1,0.038,ppm,35,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
36,3/14/2023,AQS,420010001,1,0.04,ppm,37,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
37,3/15/2023,AQS,420010001,1,0.05,ppm,46,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
38,3/16/2023,AQS,420010001,1,0.052,ppm,48,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
39,3/17/2023,AQS,420010001,1,0.042,ppm,39,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
40,3/18/2023,AQS,420010001,1,0.048,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
41,3/19/2023,AQS,420010001,1,0.04,ppm,37,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
42,3/20/2023,AQS,420010001,1,0.049,ppm,45,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
43,3/21/2023,AQS,420010001,1,0.049,ppm,45,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
44,3/22/2023,AQS,420010001,1,0.053,ppm,49,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
45,3/23/2023,AQS,420010001,1,0.037,ppm,34,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
46,3/24/2023,AQS,420010001,1,0.04,ppm,37,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
47,3/25/2023,AQS,420010001,1,0.045,ppm,42,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
48,3/26/2023,AQS,420010001,1,0.053,ppm,49,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
49,3/27/2023,AQS,420010001,1,0.045,ppm,42,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
50,3/28/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
51,3/29/2023,AQS,420010001,1,0.053,ppm,49,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
52,3/30/2023,AQS,420010001,1,0.051,ppm,47,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
53,3/31/2023,AQS,420010001,1,0.042,ppm,39,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
54,4/1/2023,AQS,420010001,1,0.053,ppm,49,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
55,4/2/2023,AQS,420010001,1,0.052,ppm,48,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
56,4/3/2023,AQS,420010001,1,0.049,ppm,45,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
57,4/4/2023,AQS,420010001,1,0.057,ppm,58,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
58,4/5/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
59,4/6/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
60,4/7/2023,AQS,420010001,1,0.048,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
61,4/8/2023,AQS,420010001,1,0.049,ppm,45,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
62,4/9/2023,AQS,420010001,1,0.056,ppm,54,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
63,4/10/2023,AQS,420010001,1,0.057,ppm,58,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
64,4/11/2023,AQS,420010001,1,0.063,ppm,77,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
65,4/12/2023,AQS,420010001,1,0.064,ppm,80,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
66,4/13/2023,AQS,420010001,1,0.069,ppm,97,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
67,4/14/2023,AQS,420010001,1,0.069,ppm,97,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
68,4/15/2023,AQS,420010001,1,0.044,ppm,41,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
69,4/16/2023,AQS,420010001,1,0.054,ppm,50,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
70,4/17/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
71,4/19/2023,AirNow,420010001,1,0.063,ppm,77,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
72,4/20/2023,AirNow,420010001,1,0.07,ppm,100,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
73,4/21/2023,AQS,420010001,1,0.069,ppm,97,Arendtsville,13,76,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
74,4/22/2023,AQS,420010001,1,0.05,ppm,46,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
75,4/23/2023,AQS,420010001,1,0.042,ppm,39,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
76,4/24/2023,AQS,420010001,1,0.045,ppm,42,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
77,4/25/2023,AQS,420010001,1,0.047,ppm,44,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
78,4/26/2023,AQS,420010001,1,0.049,ppm,45,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
79,4/27/2023,AQS,420010001,1,0.05,ppm,46,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
80,4/28/2023,AQS,420010001,1,0.046,ppm,43,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
81,4/29/2023,AQS,420010001,1,0.037,ppm,34,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
82,4/30/2023,AirNow,420010001,1,0.04,ppm,37,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
83,5/1/2023,AirNow,420010001,1,0.035,ppm,32,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
84,5/2/2023,AirNow,420010001,1,0.03,ppm,28,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
85,5/3/2023,AirNow,420010001,1,0.029,ppm,27,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
86,5/4/2023,AirNow,420010001,1,0.032,ppm,30,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
87,5/5/2023,AirNow,420010001,1,0.037,ppm,34,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
88,5/6/2023,AirNow,420010001,1,0.042,ppm,39,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
89,5/7/2023,AirNow,420010001,1,0.046,ppm,43,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
90,5/8/2023,AirNow,420010001,1,0.049,ppm,45,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
91,5/9/2023,AirNow,420010001,1,0.044,ppm,41,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
92,5/10/2023,AirNow,420010001,1,0.05,ppm,46,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
93,5/11/2023,AirNow,420010001,1,0.057,ppm,58,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
94,5/12/2023,AirNow,420010001,1,0.061,ppm,71,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
95,5/13/2023,AirNow,420010001,1,0.049,ppm,45,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
96,5/14/2023,AirNow,420010001,1,0.044,ppm,41,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
97,5/15/2023,AirNow,420010001,1,0.049,ppm,45,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
98,5/16/2023,AirNow,420010001,1,0.051,ppm,47,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
99,5/17/2023,AirNow,420010001,1,0.046,ppm,43,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
100,5/18/2023,AirNow,420010001,1,0.052,ppm,48,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
101,5/19/2023,AirNow,420010001,1,0.05,ppm,46,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
102,5/20/2023,AirNow,420010001,1,0.043,ppm,40,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
103,5/21/2023,AirNow,420010001,1,0.04,ppm,37,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
104,5/22/2023,AirNow,420010001,1,0.047,ppm,44,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
105,5/23/2023,AirNow,420010001,1,0.05,ppm,46,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
106,5/24/2023,AirNow,420010001,1,0.054,ppm,50,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
107,5/25/2023,AirNow,420010001,1,0.043,ppm,40,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
108,5/26/2023,AirNow,420010001,1,0.05,ppm,46,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
109,5/27/2023,AirNow,420010001,1,0.058,ppm,61,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
110,5/28/2023,AirNow,420010001,1,0.053,ppm,49,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
111,5/29/2023,AirNow,420010001,1,0.065,ppm,84,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
112,5/30/2023,AirNow,420010001,1,0.058,ppm,61,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
113,5/31/2023,AirNow,420010001,1,0.064,ppm,80,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
114,6/1/2023,AirNow,420010001,1,0.075,ppm,115,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
115,6/2/2023,AirNow,420010001,1,0.061,ppm,71,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
116,6/3/2023,AirNow,420010001,1,0.07,ppm,100,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
117,6/4/2023,AirNow,420010001,1,0.046,ppm,43,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
118,6/5/2023,AirNow,420010001,1,0.043,ppm,40,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
119,6/6/2023,AirNow,420010001,1,0.057,ppm,58,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
120,6/7/2023,AirNow,420010001,1,0.054,ppm,50,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
121,6/8/2023,AirNow,420010001,1,0.055,ppm,51,Arendtsville,24,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
122,6/9/2023,AirNow,420010001,1,0.038,ppm,35,Arendtsville,23,96,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.92002011,-77.30968017
123,1/1/2023,AQS,420019991,1,0.036,ppm,33,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
124,1/2/2023,AQS,420019991,1,0.024,ppm,22,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
125,1/3/2023,AQS,420019991,1,0.021,ppm,19,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
126,1/4/2023,AQS,420019991,1,0.03,ppm,28,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
127,1/5/2023,AQS,420019991,1,0.038,ppm,35,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
128,1/6/2023,AQS,420019991,1,0.028,ppm,26,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
129,1/7/2023,AQS,420019991,1,0.025,ppm,23,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
130,1/8/2023,AQS,420019991,1,0.027,ppm,25,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
131,1/9/2023,AQS,420019991,1,0.033,ppm,31,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
132,1/10/2023,AQS,420019991,1,0.03,ppm,28,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
133,1/11/2023,AQS,420019991,1,0.022,ppm,20,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
134,1/12/2023,AQS,420019991,1,0.019,ppm,18,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
135,1/13/2023,AQS,420019991,1,0.025,ppm,23,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
136,1/14/2023,AQS,420019991,1,0.032,ppm,30,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
137,1/15/2023,AQS,420019991,1,0.037,ppm,34,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
138,1/16/2023,AQS,420019991,1,0.041,ppm,38,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
139,1/17/2023,AQS,420019991,1,0.023,ppm,21,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
140,1/18/2023,AQS,420019991,1,0.025,ppm,23,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
141,1/19/2023,AQS,420019991,1,0.017,ppm,16,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
142,1/20/2023,AQS,420019991,1,0.023,ppm,21,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
143,1/21/2023,AQS,420019991,1,0.029,ppm,27,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
144,1/22/2023,AQS,420019991,1,0.023,ppm,21,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
145,1/23/2023,AQS,420019991,1,0.03,ppm,28,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
146,1/24/2023,AQS,420019991,1,0.034,ppm,31,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
147,1/25/2023,AQS,420019991,1,0.03,ppm,28,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
148,1/26/2023,AQS,420019991,1,0.031,ppm,29,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
149,1/27/2023,AQS,420019991,1,0.034,ppm,31,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
150,1/28/2023,AQS,420019991,1,0.04,ppm,37,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
151,1/29/2023,AQS,420019991,1,0.028,ppm,26,Arendtsville,17,100,44201,Ozone,23900,"Gettysburg, PA",42,Pennsylvania,1,Adams,39.9231,-77.3078
